,Section,Instruction Mode,Class No,Enroll Stat,Open Seats,Wait List,Hour
5298802,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 13:00:00
5298803,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 13:00:00
5298804,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 13:00:00
5298805,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 13:00:00
5298806,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 13:00:00
5311791,001 (LEC),In Person,26932,Open,6,45,2021-12-04 14:00:00
5311792,002 (LEC),In Person,24565,Open,5,22,2021-12-04 14:00:00
5311793,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 14:00:00
5311794,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 14:00:00
5311795,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 14:00:00
5311796,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 14:00:00
5311797,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 14:00:00
5311798,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 14:00:00
5320538,001 (LEC),In Person,26932,Open,6,45,2021-12-04 15:00:00
5320539,002 (LEC),In Person,24565,Open,6,22,2021-12-04 15:00:00
5320540,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 15:00:00
5320541,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 15:00:00
5320542,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 15:00:00
5320543,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 15:00:00
5320544,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 15:00:00
5320545,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 15:00:00
5338738,001 (LEC),In Person,26932,Open,6,45,2021-12-04 16:00:00
5338739,002 (LEC),In Person,24565,Open,6,22,2021-12-04 16:00:00
5338740,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 16:00:00
5338741,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 16:00:00
5338742,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 16:00:00
5338743,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 16:00:00
5338744,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 16:00:00
5338745,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 16:00:00
5349462,001 (LEC),In Person,26932,Open,6,45,2021-12-04 17:00:00
5349463,002 (LEC),In Person,24565,Open,6,22,2021-12-04 17:00:00
5349464,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 17:00:00
5349465,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 17:00:00
5349466,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 17:00:00
5349467,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 17:00:00
5349468,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 17:00:00
5349469,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 17:00:00
5366996,001 (LEC),In Person,26932,Open,6,45,2021-12-04 18:00:00
5366997,002 (LEC),In Person,24565,Open,6,22,2021-12-04 18:00:00
5366998,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 18:00:00
5366999,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 18:00:00
5367000,013 (DIS),In Person,23855,Closed,0,12,2021-12-04 18:00:00
5367001,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 18:00:00
5367002,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 18:00:00
5367003,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 18:00:00
5379296,001 (LEC),In Person,26932,Open,6,46,2021-12-04 19:00:00
5379297,002 (LEC),In Person,24565,Open,6,22,2021-12-04 19:00:00
5379298,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 19:00:00
5379299,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 19:00:00
5379300,013 (DIS),In Person,23855,Closed,0,13,2021-12-04 19:00:00
5379301,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 19:00:00
5379302,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 19:00:00
5379303,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 19:00:00
5393911,001 (LEC),In Person,26932,Open,6,47,2021-12-04 20:00:00
5393912,002 (LEC),In Person,24565,Open,6,22,2021-12-04 20:00:00
5393913,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 20:00:00
5393914,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 20:00:00
5393915,013 (DIS),In Person,23855,Closed,0,14,2021-12-04 20:00:00
5393916,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 20:00:00
5393917,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 20:00:00
5393918,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 20:00:00
5404740,001 (LEC),In Person,26932,Open,6,47,2021-12-04 21:00:00
5404741,002 (LEC),In Person,24565,Open,6,22,2021-12-04 21:00:00
5404742,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 21:00:00
5404743,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 21:00:00
5404744,013 (DIS),In Person,23855,Closed,0,14,2021-12-04 21:00:00
5404745,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 21:00:00
5404746,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 21:00:00
5404747,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 21:00:00
5417022,001 (LEC),In Person,26932,Open,6,47,2021-12-04 22:00:00
5417023,002 (LEC),In Person,24565,Open,6,22,2021-12-04 22:00:00
5417024,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 22:00:00
5417025,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 22:00:00
5417026,013 (DIS),In Person,23855,Closed,0,14,2021-12-04 22:00:00
5417027,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 22:00:00
5417028,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 22:00:00
5417029,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 22:00:00
5434218,001 (LEC),In Person,26932,Open,6,47,2021-12-04 23:00:00
5434219,002 (LEC),In Person,24565,Open,6,22,2021-12-04 23:00:00
5434220,011 (DIS),In Person,22551,Closed,0,12,2021-12-04 23:00:00
5434221,012 (DIS),In Person,23854,Closed,0,11,2021-12-04 23:00:00
5434222,013 (DIS),In Person,23855,Closed,0,14,2021-12-04 23:00:00
5434223,014 (DIS),In Person,26935,Closed,0,10,2021-12-04 23:00:00
5434224,015 (DIS),In Person,26936,Closed,0,11,2021-12-04 23:00:00
5434225,016 (DIS),In Person,26937,Closed,0,11,2021-12-04 23:00:00
5445955,001 (LEC),In Person,26932,Open,6,47,2021-12-05 00:00:00
5445956,002 (LEC),In Person,24565,Open,6,22,2021-12-05 00:00:00
5445957,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 00:00:00
5445958,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 00:00:00
5445959,013 (DIS),In Person,23855,Closed,0,14,2021-12-05 00:00:00
5445960,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 00:00:00
5445961,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 00:00:00
5445962,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 00:00:00
5463192,001 (LEC),In Person,26932,Open,7,47,2021-12-05 01:00:00
5463193,002 (LEC),In Person,24565,Open,6,23,2021-12-05 01:00:00
5463194,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 01:00:00
5463195,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 01:00:00
5463196,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 01:00:00
5463197,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 01:00:00
5463198,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 01:00:00
5463199,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 01:00:00
5472243,001 (LEC),In Person,26932,Open,7,47,2021-12-05 02:00:00
5472244,002 (LEC),In Person,24565,Open,6,23,2021-12-05 02:00:00
5472245,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 02:00:00
5472246,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 02:00:00
5472247,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 02:00:00
5472248,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 02:00:00
5472249,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 02:00:00
5472250,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 02:00:00
5482987,001 (LEC),In Person,26932,Open,7,47,2021-12-05 03:00:00
5482988,002 (LEC),In Person,24565,Open,6,23,2021-12-05 03:00:00
5482989,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 03:00:00
5482990,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 03:00:00
5482991,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 03:00:00
5482992,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 03:00:00
5482993,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 03:00:00
5482994,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 03:00:00
5497287,001 (LEC),In Person,26932,Open,7,47,2021-12-05 04:00:00
5497288,002 (LEC),In Person,24565,Open,6,23,2021-12-05 04:00:00
5497289,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 04:00:00
5497290,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 04:00:00
5497291,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 04:00:00
5497292,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 04:00:00
5497293,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 04:00:00
5497294,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 04:00:00
5514435,001 (LEC),In Person,26932,Open,7,47,2021-12-05 05:00:00
5514436,002 (LEC),In Person,24565,Open,6,23,2021-12-05 05:00:00
5514437,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 05:00:00
5514438,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 05:00:00
5514439,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 05:00:00
5514440,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 05:00:00
5514441,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 05:00:00
5514442,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 05:00:00
5528522,001 (LEC),In Person,26932,Open,7,47,2021-12-05 06:00:00
5528523,002 (LEC),In Person,24565,Open,6,23,2021-12-05 06:00:00
5528524,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 06:00:00
5528525,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 06:00:00
5528526,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 06:00:00
5528527,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 06:00:00
5528528,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 06:00:00
5528529,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 06:00:00
5542163,001 (LEC),In Person,26932,Open,7,47,2021-12-05 07:00:00
5542164,002 (LEC),In Person,24565,Open,6,23,2021-12-05 07:00:00
5542165,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 07:00:00
5542166,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 07:00:00
5542167,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 07:00:00
5542168,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 07:00:00
5542169,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 07:00:00
5542170,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 07:00:00
5554094,001 (LEC),In Person,26932,Open,7,47,2021-12-05 08:00:00
5554095,002 (LEC),In Person,24565,Open,6,23,2021-12-05 08:00:00
5554096,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 08:00:00
5554097,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 08:00:00
5554098,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 08:00:00
5554099,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 08:00:00
5554100,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 08:00:00
5554101,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 08:00:00
5570490,001 (LEC),In Person,26932,Open,7,47,2021-12-05 09:00:00
5570491,002 (LEC),In Person,24565,Open,6,23,2021-12-05 09:00:00
5570492,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 09:00:00
5570493,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 09:00:00
5570494,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 09:00:00
5570495,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 09:00:00
5570496,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 09:00:00
5570497,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 09:00:00
5578898,001 (LEC),In Person,26932,Open,7,47,2021-12-05 10:00:00
5578899,002 (LEC),In Person,24565,Open,6,23,2021-12-05 10:00:00
5578900,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 10:00:00
5578901,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 10:00:00
5578902,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 10:00:00
5578903,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 10:00:00
5578904,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 10:00:00
5578905,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 10:00:00
5593980,001 (LEC),In Person,26932,Open,7,47,2021-12-05 11:00:00
5593981,002 (LEC),In Person,24565,Open,6,23,2021-12-05 11:00:00
5593982,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 11:00:00
5593983,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 11:00:00
5593984,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 11:00:00
5593985,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 11:00:00
5593986,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 11:00:00
5593987,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 11:00:00
5611401,001 (LEC),In Person,26932,Open,7,47,2021-12-05 12:00:00
5611402,002 (LEC),In Person,24565,Open,6,23,2021-12-05 12:00:00
5611403,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 12:00:00
5611404,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 12:00:00
5611405,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 12:00:00
5611406,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 12:00:00
5611407,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 12:00:00
5611408,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 12:00:00
5620041,001 (LEC),In Person,26932,Open,7,47,2021-12-05 13:00:00
5620042,002 (LEC),In Person,24565,Open,6,23,2021-12-05 13:00:00
5620043,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 13:00:00
5620044,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 13:00:00
5620045,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 13:00:00
5620046,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 13:00:00
5620047,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 13:00:00
5620048,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 13:00:00
5638570,001 (LEC),In Person,26932,Open,7,47,2021-12-05 14:00:00
5638571,002 (LEC),In Person,24565,Open,6,23,2021-12-05 14:00:00
5638572,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 14:00:00
5638573,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 14:00:00
5638574,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 14:00:00
5638575,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 14:00:00
5638576,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 14:00:00
5638577,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 14:00:00
5653282,001 (LEC),In Person,26932,Open,7,47,2021-12-05 15:00:00
5653283,002 (LEC),In Person,24565,Open,6,23,2021-12-05 15:00:00
5653284,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 15:00:00
5653285,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 15:00:00
5653286,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 15:00:00
5653287,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 15:00:00
5653288,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 15:00:00
5653289,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 15:00:00
5662389,001 (LEC),In Person,26932,Open,7,47,2021-12-05 16:00:00
5662390,002 (LEC),In Person,24565,Open,6,23,2021-12-05 16:00:00
5662391,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 16:00:00
5662392,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 16:00:00
5662393,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 16:00:00
5662394,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 16:00:00
5662395,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 16:00:00
5662396,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 16:00:00
5678374,001 (LEC),In Person,26932,Open,7,47,2021-12-05 17:00:00
5678375,002 (LEC),In Person,24565,Open,6,23,2021-12-05 17:00:00
5678376,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 17:00:00
5678377,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 17:00:00
5678378,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 17:00:00
5678379,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 17:00:00
5678380,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 17:00:00
5678381,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 17:00:00
5692570,001 (LEC),In Person,26932,Open,7,47,2021-12-05 18:00:00
5692571,002 (LEC),In Person,24565,Open,6,23,2021-12-05 18:00:00
5692572,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 18:00:00
5692573,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 18:00:00
5692574,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 18:00:00
5692575,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 18:00:00
5692576,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 18:00:00
5692577,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 18:00:00
5704101,001 (LEC),In Person,26932,Open,7,47,2021-12-05 19:00:00
5704102,002 (LEC),In Person,24565,Open,6,23,2021-12-05 19:00:00
5704103,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 19:00:00
5704104,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 19:00:00
5704105,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 19:00:00
5704106,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 19:00:00
5704107,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 19:00:00
5704108,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 19:00:00
5718391,001 (LEC),In Person,26932,Open,7,47,2021-12-05 20:00:00
5718392,002 (LEC),In Person,24565,Open,6,23,2021-12-05 20:00:00
5718393,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 20:00:00
5718394,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 20:00:00
5718395,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 20:00:00
5718396,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 20:00:00
5718397,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 20:00:00
5718398,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 20:00:00
5734238,001 (LEC),In Person,26932,Open,7,47,2021-12-05 21:00:00
5734239,002 (LEC),In Person,24565,Open,6,23,2021-12-05 21:00:00
5734240,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 21:00:00
5734241,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 21:00:00
5734242,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 21:00:00
5734243,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 21:00:00
5734244,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 21:00:00
5734245,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 21:00:00
5742578,001 (LEC),In Person,26932,Open,7,47,2021-12-05 22:00:00
5742579,002 (LEC),In Person,24565,Open,6,23,2021-12-05 22:00:00
5742580,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 22:00:00
5742581,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 22:00:00
5742582,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 22:00:00
5742583,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 22:00:00
5742584,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 22:00:00
5742585,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 22:00:00
5755689,001 (LEC),In Person,26932,Open,7,47,2021-12-05 23:00:00
5755690,002 (LEC),In Person,24565,Open,6,23,2021-12-05 23:00:00
5755691,011 (DIS),In Person,22551,Closed,0,12,2021-12-05 23:00:00
5755692,012 (DIS),In Person,23854,Closed,0,11,2021-12-05 23:00:00
5755693,013 (DIS),In Person,23855,Closed,0,15,2021-12-05 23:00:00
5755694,014 (DIS),In Person,26935,Closed,0,10,2021-12-05 23:00:00
5755695,015 (DIS),In Person,26936,Closed,0,11,2021-12-05 23:00:00
5755696,016 (DIS),In Person,26937,Closed,0,11,2021-12-05 23:00:00
5770197,001 (LEC),In Person,26932,Open,7,47,2021-12-06 00:00:00
5770198,002 (LEC),In Person,24565,Open,6,23,2021-12-06 00:00:00
5770199,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 00:00:00
5770200,012 (DIS),In Person,23854,Closed,0,11,2021-12-06 00:00:00
5770201,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 00:00:00
5770202,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 00:00:00
5770203,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 00:00:00
5770204,016 (DIS),In Person,26937,Closed,0,11,2021-12-06 00:00:00
5785319,001 (LEC),In Person,26932,Open,7,47,2021-12-06 01:00:00
5785320,002 (LEC),In Person,24565,Open,6,25,2021-12-06 01:00:00
5785321,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 01:00:00
5785322,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 01:00:00
5785323,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 01:00:00
5785324,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 01:00:00
5785325,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 01:00:00
5785326,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 01:00:00
5794949,001 (LEC),In Person,26932,Open,7,47,2021-12-06 02:00:00
5794950,002 (LEC),In Person,24565,Open,6,25,2021-12-06 02:00:00
5794951,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 02:00:00
5794952,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 02:00:00
5794953,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 02:00:00
5794954,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 02:00:00
5794955,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 02:00:00
5794956,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 02:00:00
5809087,001 (LEC),In Person,26932,Open,7,47,2021-12-06 03:00:00
5809088,002 (LEC),In Person,24565,Open,6,25,2021-12-06 03:00:00
5809089,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 03:00:00
5809090,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 03:00:00
5809091,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 03:00:00
5809092,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 03:00:00
5809093,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 03:00:00
5809094,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 03:00:00
5826913,001 (LEC),In Person,26932,Open,7,47,2021-12-06 04:00:00
5826914,002 (LEC),In Person,24565,Open,6,25,2021-12-06 04:00:00
5826915,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 04:00:00
5826916,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 04:00:00
5826917,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 04:00:00
5826918,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 04:00:00
5826919,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 04:00:00
5826920,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 04:00:00
5840862,001 (LEC),In Person,26932,Open,7,47,2021-12-06 05:00:00
5840863,002 (LEC),In Person,24565,Open,6,25,2021-12-06 05:00:00
5840864,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 05:00:00
5840865,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 05:00:00
5840866,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 05:00:00
5840867,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 05:00:00
5840868,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 05:00:00
5840869,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 05:00:00
5851484,001 (LEC),In Person,26932,Open,7,47,2021-12-06 06:00:00
5851485,002 (LEC),In Person,24565,Open,6,25,2021-12-06 06:00:00
5851486,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 06:00:00
5851487,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 06:00:00
5851488,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 06:00:00
5851489,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 06:00:00
5851490,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 06:00:00
5851491,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 06:00:00
5862470,001 (LEC),In Person,26932,Open,7,47,2021-12-06 07:00:00
5862471,002 (LEC),In Person,24565,Open,6,25,2021-12-06 07:00:00
5862472,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 07:00:00
5862473,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 07:00:00
5862474,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 07:00:00
5862475,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 07:00:00
5862476,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 07:00:00
5862477,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 07:00:00
5876514,001 (LEC),In Person,26932,Open,7,47,2021-12-06 08:00:00
5876515,002 (LEC),In Person,24565,Open,6,25,2021-12-06 08:00:00
5876516,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 08:00:00
5876517,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 08:00:00
5876518,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 08:00:00
5876519,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 08:00:00
5876520,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 08:00:00
5876521,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 08:00:00
5891205,001 (LEC),In Person,26932,Open,7,47,2021-12-06 09:00:00
5891206,002 (LEC),In Person,24565,Open,6,25,2021-12-06 09:00:00
5891207,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 09:00:00
5891208,012 (DIS),In Person,23854,Closed,0,12,2021-12-06 09:00:00
5891209,013 (DIS),In Person,23855,Closed,0,15,2021-12-06 09:00:00
5891210,014 (DIS),In Person,26935,Closed,0,10,2021-12-06 09:00:00
5891211,015 (DIS),In Person,26936,Closed,0,11,2021-12-06 09:00:00
5891212,016 (DIS),In Person,26937,Closed,0,12,2021-12-06 09:00:00
5909397,001 (LEC),In Person,26932,Open,7,47,2021-12-06 10:00:00
5909398,002 (LEC),In Person,24565,Open,6,25,2021-12-06 10:00:00
5909399,011 (DIS),In Person,22551,Closed,0,12,2021-12-06 10:00:00
